date,year,month,day,hour,minutes,second,IL,IU,IE,la_IL,lo_IL,la_IU,lo_IU
2023-10-01 00:00:00,2023,10,1,0,4,0,-238.3,53.7,292.0,69.02,20.79,78.92,11.95
2023-10-01 00:05:00,2023,10,1,0,9,0,-264.9,47.4,312.3,66.11,12.5,78.92,11.95
2023-10-01 00:10:00,2023,10,1,0,14,0,-285.6,48.1,333.7,66.11,12.5,78.92,11.95
2023-10-01 00:15:00,2023,10,1,0,19,0,-354.8,51.8,406.6,64.95,10.99,78.92,11.95
2023-10-01 00:20:00,2023,10,1,0,24,0,-338.6,44.1,382.7,64.95,10.99,78.92,11.95
2023-10-01 00:25:00,2023,10,1,0,29,0,-296.6,46.4,343.0,66.9,24.08,78.92,11.95
2023-10-01 00:30:00,2023,10,1,0,34,0,-253.5,41.7,295.2,66.9,24.08,78.92,11.95
2023-10-01 00:35:00,2023,10,1,0,39,0,-216.0,44.6,260.6,66.9,24.08,78.92,11.95
2023-10-01 00:40:00,2023,10,1,0,44,0,-202.5,43.7,246.2,64.95,10.99,78.92,11.95
2023-10-01 00:45:00,2023,10,1,0,49,0,-253.3,45.5,298.8,64.21,38.3,78.92,11.95
2023-10-01 00:50:00,2023,10,1,0,54,0,-222.6,45.7,268.3,64.21,38.3,78.92,11.95
2023-10-01 00:55:00,2023,10,1,0,59,0,-205.5,46.4,251.9,64.21,38.3,78.92,11.95
2023-10-01 01:00:00,2023,10,1,1,4,0,-187.7,40.3,228.0,64.21,38.3,78.92,11.95
2023-10-01 01:05:00,2023,10,1,1,9,0,-151.0,36.3,187.3,64.21,38.3,78.92,11.95
2023-10-01 01:10:00,2023,10,1,1,14,0,-156.4,30.0,186.4,64.21,38.3,78.92,11.95
2023-10-01 01:15:00,2023,10,1,1,19,0,-148.3,31.4,179.7,64.21,38.3,78.92,11.95
2023-10-01 01:20:00,2023,10,1,1,24,0,-163.2,32.1,195.3,64.21,38.3,78.92,11.95
2023-10-01 01:25:00,2023,10,1,1,29,0,-122.0,26.9,148.9,64.21,38.3,78.92,11.95
2023-10-01 01:30:00,2023,10,1,1,34,0,-104.3,26.4,130.7,64.21,38.3,78.92,11.95
2023-10-01 01:35:00,2023,10,1,1,39,0,-93.2,29.1,122.3,64.21,38.3,78.92,11.95
2023-10-01 01:40:00,2023,10,1,1,44,0,-66.3,33.3,99.6,64.21,38.3,68.56,27.29
2023-10-01 01:45:00,2023,10,1,1,49,0,-57.1,45.5,102.6,64.21,38.3,68.56,27.29
2023-10-01 01:50:00,2023,10,1,1,54,0,-52.9,20.9,73.8,70.51,38.03,78.92,11.95
2023-10-01 01:55:00,2023,10,1,1,59,0,-52.3,25.7,78.0,69.3,16.03,78.92,11.95
2023-10-01 02:00:00,2023,10,1,2,4,0,-84.2,18.1,102.3,71.09,25.79,78.92,11.95
2023-10-01 02:05:00,2023,10,1,2,9,0,-60.4,11.2,71.6,71.09,25.79,68.56,27.29
2023-10-01 02:10:00,2023,10,1,2,14,0,-55.5,12.5,68.0,70.93,51.3,78.92,11.95
2023-10-01 02:15:00,2023,10,1,2,19,0,-57.1,17.2,74.3,70.93,51.3,78.92,11.95
