date,year,month,day,hour,minutes,second,IL,IU,IE,la_IL,lo_IL,la_IU,lo_IU
2022-08-17 00:00:00,2022,8,17,0,4,0,-171.5,67.4,238.9,71.09,25.79,78.2,15.82
2022-08-17 00:05:00,2022,8,17,0,9,0,-192.4,86.3,278.7,70.54,22.22,78.2,15.82
2022-08-17 00:10:00,2022,8,17,0,14,0,-188.3,84.7,273.0,71.09,25.79,78.2,15.82
2022-08-17 00:15:00,2022,8,17,0,19,0,-190.8,81.8,272.6,70.54,22.22,78.2,15.82
2022-08-17 00:20:00,2022,8,17,0,24,0,-163.6,64.8,228.4,71.09,25.79,78.2,15.82
2022-08-17 00:25:00,2022,8,17,0,29,0,-153.6,57.4,211.0,71.09,25.79,78.2,15.82
2022-08-17 00:30:00,2022,8,17,0,34,0,-114.4,61.1,175.5,70.54,22.22,78.2,15.82
2022-08-17 00:35:00,2022,8,17,0,39,0,-96.0,54.8,150.8,71.09,25.79,78.2,15.82
2022-08-17 00:40:00,2022,8,17,0,44,0,-76.3,46.0,122.3,71.09,25.79,78.2,15.82
2022-08-17 00:45:00,2022,8,17,0,49,0,-55.2,52.2,107.4,71.09,25.79,78.2,15.82
2022-08-17 00:50:00,2022,8,17,0,54,0,-30.5,55.3,85.8,71.09,25.79,78.2,15.82
2022-08-17 00:55:00,2022,8,17,0,59,0,-14.3,59.7,74.0,71.09,25.79,78.2,15.82
2022-08-17 01:00:00,2022,8,17,1,4,0,-3.0,51.9,54.9,59.21,5.25,78.2,15.82
2022-08-17 01:05:00,2022,8,17,1,9,0,-5.7,44.4,50.1,59.21,5.25,78.2,15.82
2022-08-17 01:10:00,2022,8,17,1,14,0,-3.6,26.7,30.3,59.21,5.25,78.2,15.82
2022-08-17 01:15:00,2022,8,17,1,19,0,-2.3,33.5,35.8,59.21,5.25,76.51,25.01
2022-08-17 01:20:00,2022,8,17,1,24,0,-1.6,49.1,50.7,59.21,5.25,76.51,25.01
2022-08-17 01:25:00,2022,8,17,1,29,0,-3.1,51.8,54.9,65.6,22.83,78.2,15.82
2022-08-17 01:30:00,2022,8,17,1,34,0,-1.9,57.4,59.3,59.21,5.25,78.2,15.82
2022-08-17 01:35:00,2022,8,17,1,39,0,-1.9,55.0,56.9,59.21,5.25,78.2,15.82
2022-08-17 01:40:00,2022,8,17,1,44,0,-15.0,43.6,58.6,65.6,22.83,78.2,15.82
2022-08-17 01:45:00,2022,8,17,1,49,0,-13.6,35.9,49.5,65.6,22.83,78.2,15.82
2022-08-17 01:50:00,2022,8,17,1,54,0,-7.0,45.7,52.7,65.6,22.83,76.51,25.01
2022-08-17 01:55:00,2022,8,17,1,59,0,-1.2,47.9,49.1,65.6,22.83,77.0,15.6
2022-08-17 02:00:00,2022,8,17,2,4,0,-0.4,51.2,51.6,65.6,22.83,78.2,15.82
2022-08-17 02:05:00,2022,8,17,2,9,0,3.3,56.4,53.1,65.6,22.83,78.2,15.82
2022-08-17 02:10:00,2022,8,17,2,14,0,2.5,57.0,54.5,59.21,5.25,78.2,15.82
2022-08-17 02:15:00,2022,8,17,2,19,0,-3.0,47.7,50.7,65.6,22.83,78.2,15.82
2022-08-17 02:20:00,2022,8,17,2,24,0,-4.0,41.3,45.3,65.6,22.83,78.2,15.82
2022-08-17 02:25:00,2022,8,17,2,29,0,-8.8,47.8,56.6,65.6,22.83,78.2,15.82
2022-08-17 02:30:00,2022,8,17,2,34,0,-7.4,42.0,49.4,65.6,22.83,78.2,15.82
2022-08-17 02:35:00,2022,8,17,2,39,0,-10.0,33.1,43.1,65.6,22.83,78.2,15.82
