date,year,month,day,hour,minutes,second,IL,IU,IE,la_IL,lo_IL,la_IU,lo_IU
2022-10-06 00:00:00,2022,10,6,0,4,0,-60.8,47.9,108.7,66.11,12.5,76.51,25.01
2022-10-06 00:05:00,2022,10,6,0,9,0,-50.7,99.0,149.7,67.84,20.42,65.6,22.83
2022-10-06 00:10:00,2022,10,6,0,14,0,-37.4,74.6,112.0,67.52,12.09,65.6,22.83
2022-10-06 00:15:00,2022,10,6,0,19,0,-45.4,51.1,96.5,67.52,12.09,65.6,22.83
2022-10-06 00:20:00,2022,10,6,0,24,0,-62.3,52.6,114.9,67.52,12.09,65.6,22.83
2022-10-06 00:25:00,2022,10,6,0,29,0,-74.1,40.3,114.4,67.84,20.42,65.6,22.83
2022-10-06 00:30:00,2022,10,6,0,34,0,-64.8,30.3,95.1,67.52,12.09,76.51,25.01
2022-10-06 00:35:00,2022,10,6,0,39,0,-60.5,31.5,92.0,68.35,18.82,65.6,22.83
2022-10-06 00:40:00,2022,10,6,0,44,0,-72.6,33.1,105.7,68.35,18.82,76.51,25.01
2022-10-06 00:45:00,2022,10,6,0,49,0,-81.5,35.9,117.4,68.35,18.82,76.51,25.01
2022-10-06 00:50:00,2022,10,6,0,54,0,-87.3,40.8,128.1,68.35,18.82,65.6,22.83
2022-10-06 00:55:00,2022,10,6,0,59,0,-104.3,42.9,147.2,68.02,23.53,65.6,22.83
2022-10-06 01:00:00,2022,10,6,1,4,0,-94.3,59.4,153.7,68.02,23.53,65.6,22.83
2022-10-06 01:05:00,2022,10,6,1,9,0,-99.9,57.7,157.6,68.02,23.53,65.6,22.83
2022-10-06 01:10:00,2022,10,6,1,14,0,-87.8,51.4,139.2,68.02,23.53,65.6,22.83
2022-10-06 01:15:00,2022,10,6,1,19,0,-86.4,40.9,127.3,67.52,12.09,65.6,22.83
2022-10-06 01:20:00,2022,10,6,1,24,0,-87.6,28.5,116.1,67.52,12.09,70.51,38.03
2022-10-06 01:25:00,2022,10,6,1,29,0,-93.8,39.5,133.3,67.52,12.09,70.51,38.03
2022-10-06 01:30:00,2022,10,6,1,34,0,-72.4,56.5,128.9,67.52,12.09,70.51,38.03
2022-10-06 01:35:00,2022,10,6,1,39,0,-60.5,84.3,144.8,67.52,12.09,74.5,19.2
2022-10-06 01:40:00,2022,10,6,1,44,0,-83.6,68.2,151.8,68.35,18.82,70.51,38.03
2022-10-06 01:45:00,2022,10,6,1,49,0,-92.5,63.2,155.7,69.3,16.03,70.51,38.03
2022-10-06 01:50:00,2022,10,6,1,54,0,-66.9,65.7,132.6,69.3,16.03,76.51,25.01
2022-10-06 01:55:00,2022,10,6,1,59,0,-57.2,51.2,108.4,69.3,16.03,70.51,38.03
2022-10-06 02:00:00,2022,10,6,2,4,0,-57.4,45.3,102.7,69.66,18.94,65.6,22.83
2022-10-06 02:05:00,2022,10,6,2,9,0,-66.5,52.4,118.9,70.54,22.22,65.6,22.83
2022-10-06 02:10:00,2022,10,6,2,14,0,-54.6,47.7,102.3,71.09,25.79,70.51,38.03
2022-10-06 02:15:00,2022,10,6,2,19,0,-35.9,42.9,78.8,71.09,25.79,70.51,38.03
2022-10-06 02:20:00,2022,10,6,2,24,0,-29.5,40.1,69.6,71.09,25.79,70.51,38.03
2022-10-06 02:25:00,2022,10,6,2,29,0,-18.5,38.2,56.7,71.09,25.79,70.51,38.03
2022-10-06 02:30:00,2022,10,6,2,34,0,-19.5,33.0,52.5,78.92,11.95,70.51,38.03
2022-10-06 02:35:00,2022,10,6,2,39,0,-32.9,40.4,73.3,69.02,20.79,70.51,38.03
2022-10-06 02:40:00,2022,10,6,2,44,0,-51.9,39.4,91.3,70.54,22.22,70.51,38.03
2022-10-06 02:45:00,2022,10,6,2,49,0,-65.5,43.3,108.8,71.09,25.79,70.51,38.03
2022-10-06 02:50:00,2022,10,6,2,54,0,-65.8,39.9,105.7,71.09,25.79,70.51,38.03
2022-10-06 02:55:00,2022,10,6,2,59,0,-65.2,36.1,101.3,69.66,18.94,70.51,38.03
2022-10-06 03:00:00,2022,10,6,3,4,0,-69.3,34.7,104.0,71.09,25.79,70.51,38.03
2022-10-06 03:05:00,2022,10,6,3,9,0,-54.2,39.1,93.3,71.09,25.79,70.51,38.03
2022-10-06 03:10:00,2022,10,6,3,14,0,-78.2,42.0,120.2,71.09,25.79,70.51,38.03
2022-10-06 03:15:00,2022,10,6,3,19,0,-82.7,33.0,115.7,71.09,25.79,70.51,38.03
2022-10-06 03:20:00,2022,10,6,3,24,0,-89.9,30.8,120.7,71.09,25.79,70.51,38.03
2022-10-06 03:25:00,2022,10,6,3,29,0,-109.1,30.7,139.8,70.54,22.22,70.51,38.03
2022-10-06 03:30:00,2022,10,6,3,34,0,-103.6,36.7,140.3,71.09,25.79,70.51,38.03
2022-10-06 03:35:00,2022,10,6,3,39,0,-87.2,34.5,121.7,71.09,25.79,70.51,38.03
2022-10-06 03:40:00,2022,10,6,3,44,0,-72.8,32.1,104.9,71.09,25.79,70.51,38.03
2022-10-06 03:45:00,2022,10,6,3,49,0,-68.9,28.7,97.6,71.09,25.79,70.51,38.03
