date,year,month,day,hour,minutes,second,IL,IU,IE,la_IL,lo_IL,la_IU,lo_IU
2022-03-10 00:00:00,2022,3,10,0,4,0,-234.9,2.9,237.8,71.09,25.79,52.07,12.68
2022-03-10 00:05:00,2022,3,10,0,9,0,-229.0,53.1,282.1,71.09,25.79,65.6,22.83
2022-03-10 00:10:00,2022,3,10,0,14,0,-196.8,52.9,249.7,71.09,25.79,65.6,22.83
2022-03-10 00:15:00,2022,3,10,0,19,0,-164.4,77.6,242.0,71.09,25.79,65.6,22.83
2022-03-10 00:20:00,2022,3,10,0,24,0,-129.3,90.8,220.1,71.09,25.79,65.6,22.83
2022-03-10 00:25:00,2022,3,10,0,29,0,-87.7,87.8,175.5,71.09,25.79,65.6,22.83
2022-03-10 00:30:00,2022,3,10,0,34,0,-59.6,80.1,139.7,71.09,25.79,65.6,22.83
2022-03-10 00:35:00,2022,3,10,0,39,0,-53.8,85.0,138.8,71.09,25.79,65.6,22.83
2022-03-10 00:40:00,2022,3,10,0,44,0,-33.2,97.0,130.2,71.09,25.79,65.6,22.83
2022-03-10 00:45:00,2022,3,10,0,49,0,-20.5,91.9,112.4,71.09,25.79,65.6,22.83
2022-03-10 00:50:00,2022,3,10,0,54,0,-18.3,75.2,93.5,71.09,25.79,65.6,22.83
2022-03-10 00:55:00,2022,3,10,0,59,0,-12.5,82.9,95.4,71.09,25.79,65.6,22.83
2022-03-10 01:00:00,2022,3,10,1,4,0,-16.1,75.2,91.3,69.66,18.94,65.6,22.83
2022-03-10 01:05:00,2022,3,10,1,9,0,-18.9,74.8,93.7,71.09,25.79,70.93,51.3
2022-03-10 01:10:00,2022,3,10,1,14,0,-19.3,72.0,91.3,71.09,25.79,77.0,15.6
2022-03-10 01:15:00,2022,3,10,1,19,0,-27.2,96.5,123.7,71.09,25.79,65.6,22.83
2022-03-10 01:20:00,2022,3,10,1,24,0,-27.1,81.7,108.8,71.09,25.79,65.6,22.83
2022-03-10 01:25:00,2022,3,10,1,29,0,-23.4,65.2,88.6,71.09,25.79,77.0,15.6
2022-03-10 01:30:00,2022,3,10,1,34,0,-39.9,90.7,130.6,71.09,25.79,65.6,22.83
2022-03-10 01:35:00,2022,3,10,1,39,0,-44.5,68.4,112.9,71.09,25.79,65.6,22.83
2022-03-10 01:40:00,2022,3,10,1,44,0,-51.5,63.5,115.0,71.09,25.79,78.2,15.82
2022-03-10 01:45:00,2022,3,10,1,49,0,-57.1,61.0,118.1,71.09,25.79,77.0,15.6
2022-03-10 01:50:00,2022,3,10,1,54,0,-52.7,62.6,115.3,71.09,25.79,76.51,25.01
2022-03-10 01:55:00,2022,3,10,1,59,0,-62.7,76.0,138.7,71.09,25.79,65.6,22.83
2022-03-10 02:00:00,2022,3,10,2,4,0,-54.2,63.0,117.2,71.09,25.79,78.2,15.82
2022-03-10 02:05:00,2022,3,10,2,9,0,-58.9,62.7,121.6,71.09,25.79,78.2,15.82
2022-03-10 02:10:00,2022,3,10,2,14,0,-70.8,62.7,133.5,71.09,25.79,78.2,15.82
2022-03-10 02:15:00,2022,3,10,2,19,0,-55.9,54.5,110.4,71.09,25.79,78.2,15.82
2022-03-10 02:20:00,2022,3,10,2,24,0,-29.1,66.4,95.5,71.09,25.79,65.6,22.83
2022-03-10 02:25:00,2022,3,10,2,29,0,-9.8,62.2,72.0,71.09,25.79,65.6,22.83
2022-03-10 02:30:00,2022,3,10,2,34,0,-8.9,54.8,63.7,71.09,25.79,70.93,51.3
2022-03-10 02:35:00,2022,3,10,2,39,0,-6.5,55.3,61.8,52.07,12.68,65.6,22.83
2022-03-10 02:40:00,2022,3,10,2,44,0,-5.7,53.4,59.1,52.07,12.68,65.6,22.83
2022-03-10 02:45:00,2022,3,10,2,49,0,-6.2,49.8,56.0,53.74,9.07,65.6,22.83
2022-03-10 02:50:00,2022,3,10,2,54,0,-5.3,51.1,56.4,52.07,12.68,70.93,51.3
2022-03-10 02:55:00,2022,3,10,2,59,0,-3.4,56.0,59.4,52.07,12.68,65.6,22.83
2022-03-10 03:00:00,2022,3,10,3,4,0,-5.7,51.5,57.2,71.09,25.79,65.6,22.83
2022-03-10 03:05:00,2022,3,10,3,9,0,-5.2,42.8,48.0,71.09,25.79,65.6,22.83
2022-03-10 03:10:00,2022,3,10,3,14,0,-9.6,37.2,46.8,70.54,22.22,65.6,22.83
2022-03-10 03:15:00,2022,3,10,3,19,0,-13.7,37.6,51.3,70.54,22.22,65.6,22.83
2022-03-10 03:20:00,2022,3,10,3,24,0,-24.2,21.3,45.5,70.93,51.3,78.2,15.82
2022-03-10 03:25:00,2022,3,10,3,29,0,-17.7,9.2,26.9,71.09,25.79,78.2,15.82
2022-03-10 03:30:00,2022,3,10,3,34,0,-17.0,19.1,36.1,71.09,25.79,77.0,15.6
2022-03-10 03:35:00,2022,3,10,3,39,0,-9.1,28.2,37.3,71.09,25.79,78.2,15.82
2022-03-10 03:40:00,2022,3,10,3,44,0,-10.9,19.8,30.7,70.54,22.22,78.2,15.82
2022-03-10 03:45:00,2022,3,10,3,49,0,-7.3,6.4,13.7,70.54,22.22,78.2,15.82
2022-03-10 03:50:00,2022,3,10,3,54,0,-10.6,8.6,19.2,74.5,19.2,78.92,11.95
2022-03-10 03:55:00,2022,3,10,3,59,0,-14.5,3.2,17.7,70.93,51.3,78.92,11.95
2022-03-10 04:00:00,2022,3,10,4,4,0,-15.1,3.5,18.6,70.93,51.3,65.6,22.83
2022-03-10 04:05:00,2022,3,10,4,9,0,-4.3,19.2,23.5,64.61,18.75,76.51,25.01
2022-03-10 04:10:00,2022,3,10,4,14,0,-5.1,11.8,16.9,77.0,15.6,74.5,19.2
2022-03-10 04:15:00,2022,3,10,4,19,0,-4.5,24.6,29.1,64.61,18.75,78.2,15.82
2022-03-10 04:20:00,2022,3,10,4,24,0,-23.8,31.1,54.9,65.6,22.83,78.2,15.82
2022-03-10 04:25:00,2022,3,10,4,29,0,-39.3,10.7,50.0,65.6,22.83,78.92,11.95
2022-03-10 04:30:00,2022,3,10,4,34,0,-37.4,14.0,51.4,65.6,22.83,78.92,11.95
2022-03-10 04:35:00,2022,3,10,4,39,0,-38.2,3.9,42.1,65.6,22.83,78.92,11.95
2022-03-10 04:40:00,2022,3,10,4,44,0,-43.1,6.6,49.7,65.6,22.83,71.09,25.79
2022-03-10 04:45:00,2022,3,10,4,49,0,-47.7,3.3,51.0,65.6,22.83,64.61,18.75
2022-03-10 04:50:00,2022,3,10,4,54,0,-41.6,5.3,46.9,65.6,22.83,69.02,20.79
2022-03-10 04:55:00,2022,3,10,4,59,0,-46.4,2.4,48.8,65.6,22.83,67.52,12.09
2022-03-10 05:00:00,2022,3,10,5,4,0,-55.5,15.3,70.8,76.51,25.01,71.09,25.79
2022-03-10 05:05:00,2022,3,10,5,9,0,-27.1,3.8,30.9,78.92,11.95,69.3,16.03
2022-03-10 05:10:00,2022,3,10,5,14,0,-4.0,27.0,31.0,76.51,25.01,78.92,11.95
2022-03-10 05:15:00,2022,3,10,5,19,0,-1.8,15.5,17.3,77.0,15.6,65.6,22.83
2022-03-10 05:20:00,2022,3,10,5,24,0,-17.7,26.0,43.7,78.2,15.82,65.6,22.83
2022-03-10 05:25:00,2022,3,10,5,29,0,-1.9,23.5,25.4,68.56,27.29,65.6,22.83
2022-03-10 05:30:00,2022,3,10,5,34,0,-9.9,24.8,34.7,78.2,15.82,74.5,19.2
2022-03-10 05:35:00,2022,3,10,5,39,0,-23.7,40.1,63.8,78.2,15.82,74.5,19.2
2022-03-10 05:40:00,2022,3,10,5,44,0,-21.9,34.5,56.4,78.2,15.82,74.5,19.2
2022-03-10 05:45:00,2022,3,10,5,49,0,-35.0,28.1,63.1,78.92,11.95,74.5,19.2
2022-03-10 05:50:00,2022,3,10,5,54,0,-60.3,33.6,93.9,78.2,15.82,74.5,19.2
2022-03-10 05:55:00,2022,3,10,5,59,0,-41.3,28.4,69.7,78.2,15.82,74.5,19.2
2022-03-10 06:00:00,2022,3,10,6,4,0,-57.8,48.7,106.5,78.2,15.82,74.5,19.2
2022-03-10 06:05:00,2022,3,10,6,9,0,-40.1,46.5,86.6,78.2,15.82,74.5,19.2
2022-03-10 06:10:00,2022,3,10,6,14,0,-55.5,39.9,95.4,77.0,15.6,74.5,19.2
2022-03-10 06:15:00,2022,3,10,6,19,0,-43.1,23.4,66.5,77.0,15.6,74.5,19.2
2022-03-10 06:20:00,2022,3,10,6,24,0,-61.2,36.4,97.6,78.2,15.82,74.5,19.2
2022-03-10 06:25:00,2022,3,10,6,29,0,-47.5,27.5,75.0,78.2,15.82,74.5,19.2
2022-03-10 06:30:00,2022,3,10,6,34,0,-58.1,27.7,85.8,78.2,15.82,70.93,51.3
2022-03-10 06:35:00,2022,3,10,6,39,0,-74.7,35.4,110.1,78.2,15.82,74.5,19.2
2022-03-10 06:40:00,2022,3,10,6,44,0,-55.7,38.3,94.0,78.92,11.95,74.5,19.2
2022-03-10 06:45:00,2022,3,10,6,49,0,-68.4,39.0,107.4,78.92,11.95,74.5,19.2
2022-03-10 06:50:00,2022,3,10,6,54,0,-56.0,46.9,102.9,78.92,11.95,70.93,51.3
2022-03-10 06:55:00,2022,3,10,6,59,0,-16.8,61.3,78.1,78.92,11.95,70.93,51.3
2022-03-10 07:00:00,2022,3,10,7,4,0,-26.7,71.8,98.5,78.2,15.82,74.5,19.2
2022-03-10 07:05:00,2022,3,10,7,9,0,-17.7,59.4,77.1,78.2,15.82,74.5,19.2
2022-03-10 07:10:00,2022,3,10,7,14,0,-12.5,70.1,82.6,77.0,15.6,74.5,19.2
2022-03-10 07:15:00,2022,3,10,7,19,0,-5.1,89.4,94.5,62.77,30.97,70.93,51.3
2022-03-10 07:20:00,2022,3,10,7,24,0,-7.8,94.4,102.2,77.0,15.6,70.93,51.3
2022-03-10 07:25:00,2022,3,10,7,29,0,-7.2,88.7,95.9,62.77,30.97,70.93,51.3
2022-03-10 07:30:00,2022,3,10,7,34,0,-8.1,81.7,89.8,62.77,30.97,70.93,51.3
2022-03-10 07:35:00,2022,3,10,7,39,0,-8.9,95.0,103.9,62.77,30.97,70.93,51.3
