date,year,month,day,hour,minutes,second,IL,IU,IE,la_IL,lo_IL,la_IU,lo_IU
2023-05-05 00:00:00,2023,5,5,0,4,0,-218.2,82.5,300.7,69.76,27.01,76.51,25.01
2023-05-05 00:05:00,2023,5,5,0,9,0,-219.0,91.0,310.0,71.09,25.79,76.51,25.01
2023-05-05 00:10:00,2023,5,5,0,14,0,-225.1,86.5,311.6,71.09,25.79,76.51,25.01
2023-05-05 00:15:00,2023,5,5,0,19,0,-203.2,82.6,285.8,70.54,22.22,76.51,25.01
2023-05-05 00:20:00,2023,5,5,0,24,0,-213.1,70.7,283.8,71.09,25.79,76.51,25.01
2023-05-05 00:25:00,2023,5,5,0,29,0,-211.9,58.6,270.5,71.09,25.79,76.51,25.01
2023-05-05 00:30:00,2023,5,5,0,34,0,-250.4,58.2,308.6,70.54,22.22,77.0,15.6
2023-05-05 00:35:00,2023,5,5,0,39,0,-267.1,51.1,318.2,71.09,25.79,78.2,15.82
2023-05-05 00:40:00,2023,5,5,0,44,0,-304.0,55.9,359.9,69.3,16.03,78.2,15.82
2023-05-05 00:45:00,2023,5,5,0,49,0,-319.7,50.3,370.0,69.66,18.94,78.2,15.82
2023-05-05 00:50:00,2023,5,5,0,54,0,-272.5,40.5,313.0,69.66,18.94,78.2,15.82
2023-05-05 00:55:00,2023,5,5,0,59,0,-237.5,37.5,275.0,69.66,18.94,78.2,15.82
2023-05-05 01:00:00,2023,5,5,1,4,0,-200.8,29.7,230.5,69.66,18.94,78.2,15.82
2023-05-05 01:05:00,2023,5,5,1,9,0,-188.6,35.1,223.7,69.66,18.94,77.0,15.6
2023-05-05 01:10:00,2023,5,5,1,14,0,-184.6,40.1,224.7,70.54,22.22,77.0,15.6
2023-05-05 01:15:00,2023,5,5,1,19,0,-178.4,38.7,217.1,70.54,22.22,78.2,15.82
2023-05-05 01:20:00,2023,5,5,1,24,0,-158.0,35.0,193.0,70.54,22.22,78.2,15.82
2023-05-05 01:25:00,2023,5,5,1,29,0,-142.2,38.1,180.3,69.3,16.03,78.2,15.82
2023-05-05 01:30:00,2023,5,5,1,34,0,-143.4,33.4,176.8,69.66,18.94,78.2,15.82
2023-05-05 01:35:00,2023,5,5,1,39,0,-145.3,23.6,168.9,70.54,22.22,78.2,15.82
2023-05-05 01:40:00,2023,5,5,1,44,0,-134.7,13.4,148.1,70.54,22.22,78.2,15.82
2023-05-05 01:45:00,2023,5,5,1,49,0,-100.9,13.8,114.7,71.09,25.79,78.2,15.82
2023-05-05 01:50:00,2023,5,5,1,54,0,-86.8,11.5,98.3,71.09,25.79,78.2,15.82
2023-05-05 01:55:00,2023,5,5,1,59,0,-74.1,6.4,80.5,71.09,25.79,78.2,15.82
2023-05-05 02:00:00,2023,5,5,2,4,0,-74.7,4.3,79.0,70.54,22.22,62.77,30.97
2023-05-05 02:05:00,2023,5,5,2,9,0,-68.8,3.8,72.6,70.54,22.22,62.77,30.97
2023-05-05 02:10:00,2023,5,5,2,14,0,-74.1,3.9,78.0,70.54,22.22,51.45,23.13
2023-05-05 02:15:00,2023,5,5,2,19,0,-69.2,4.7,73.9,71.09,25.79,62.77,30.97
2023-05-05 02:20:00,2023,5,5,2,24,0,-62.3,5.9,68.2,71.09,25.79,62.77,30.97
2023-05-05 02:25:00,2023,5,5,2,29,0,-59.8,5.1,64.9,71.09,25.79,62.77,30.97
2023-05-05 02:30:00,2023,5,5,2,34,0,-54.0,5.5,59.5,71.09,25.79,62.77,30.97
2023-05-05 02:35:00,2023,5,5,2,39,0,-57.3,4.4,61.7,71.09,25.79,62.77,30.97
2023-05-05 02:40:00,2023,5,5,2,44,0,-56.0,8.5,64.5,71.09,25.79,78.2,15.82
2023-05-05 02:45:00,2023,5,5,2,49,0,-53.4,13.1,66.5,74.5,19.2,78.2,15.82
2023-05-05 02:50:00,2023,5,5,2,54,0,-45.1,12.7,57.8,74.5,19.2,78.2,15.82
2023-05-05 02:55:00,2023,5,5,2,59,0,-43.6,17.4,61.0,70.93,51.3,78.2,15.82
2023-05-05 03:00:00,2023,5,5,3,4,0,-41.7,26.8,68.5,74.5,19.2,78.2,15.82
2023-05-05 03:05:00,2023,5,5,3,9,0,-40.3,39.8,80.1,74.5,19.2,78.2,15.82
2023-05-05 03:10:00,2023,5,5,3,14,0,-31.6,43.2,74.8,74.5,19.2,78.2,15.82
