date,year,month,day,hour,minutes,second,IL,IU,IE,la_IL,lo_IL,la_IU,lo_IU
2022-12-06 00:00:00,2022,12,6,0,4,0,-27.7,2.5,30.2,71.09,25.79,62.07,9.11
2022-12-06 00:05:00,2022,12,6,0,9,0,-26.2,2.2,28.4,71.09,25.79,78.2,15.82
2022-12-06 00:10:00,2022,12,6,0,14,0,-55.1,5.0,60.1,70.93,51.3,78.92,11.95
2022-12-06 00:15:00,2022,12,6,0,19,0,-70.7,9.1,79.8,70.93,51.3,77.0,15.6
2022-12-06 00:20:00,2022,12,6,0,24,0,-37.2,12.7,49.9,70.93,51.3,77.0,15.6
2022-12-06 00:25:00,2022,12,6,0,29,0,-26.5,8.5,35.0,70.93,51.3,76.51,25.01
2022-12-06 00:30:00,2022,12,6,0,34,0,-16.1,7.7,23.8,70.54,22.22,74.5,19.2
2022-12-06 00:35:00,2022,12,6,0,39,0,-11.1,7.1,18.2,71.09,25.79,76.51,25.01
2022-12-06 00:40:00,2022,12,6,0,44,0,-12.0,6.7,18.7,71.09,25.79,77.0,15.6
2022-12-06 00:45:00,2022,12,6,0,49,0,-6.6,10.7,17.3,70.54,22.22,70.93,51.3
2022-12-06 00:50:00,2022,12,6,0,54,0,-2.4,9.9,12.3,70.54,22.22,70.93,51.3
2022-12-06 00:55:00,2022,12,6,0,59,0,-1.6,10.6,12.2,69.3,16.03,70.93,51.3
2022-12-06 01:00:00,2022,12,6,1,4,0,-2.1,7.9,10.0,67.52,12.09,70.93,51.3
2022-12-06 01:05:00,2022,12,6,1,9,0,-2.2,3.1,5.3,70.93,51.3,71.09,25.79
2022-12-06 01:10:00,2022,12,6,1,14,0,-2.8,7.1,9.9,78.92,11.95,71.09,25.79
2022-12-06 01:15:00,2022,12,6,1,19,0,-3.9,7.1,11.0,78.92,11.95,71.09,25.79
2022-12-06 01:20:00,2022,12,6,1,24,0,-3.2,8.1,11.3,78.92,11.95,71.09,25.79
2022-12-06 01:25:00,2022,12,6,1,29,0,-1.2,9.4,10.6,78.92,11.95,71.09,25.79
2022-12-06 01:30:00,2022,12,6,1,34,0,-0.8,8.3,9.1,54.61,18.82,71.09,25.79
2022-12-06 01:35:00,2022,12,6,1,39,0,-2.6,8.9,11.5,76.51,25.01,71.09,25.79
