id,pubid,product,date,cvalue,activity,day
46760167,79c45995-60ed-4e3d-b24c-1a5c75a01735,gnss,2021-11-27 00:00:30,0.659,LOW,2021-11-27
46760170,9f1eabd8-8734-43a9-ba66-804b8b54ed4f,gnss,2021-11-27 00:05:30,0.672,LOW,2021-11-27
46760173,bf42ee2a-7f81-4105-9b7f-1f01d0600d19,gnss,2021-11-27 00:10:30,0.68,LOW,2021-11-27
46760176,2c543300-04b7-4f03-9720-cab0e9e1d10a,gnss,2021-11-27 00:15:30,0.676,LOW,2021-11-27
46760179,d0f5cd21-e0c7-42ce-a5d8-7ee3547aae46,gnss,2021-11-27 00:20:30,0.683,LOW,2021-11-27
46760186,9915ba14-83ac-440d-9335-a811a6ee1cfe,gnss,2021-11-27 00:25:30,0.689,LOW,2021-11-27
46760194,c32566b9-a16f-454e-89ba-118ba605e7fa,gnss,2021-11-27 00:30:30,0.711,LOW,2021-11-27
46760203,9d1fab11-ea62-4001-b389-d166a6f785dc,gnss,2021-11-27 00:35:30,0.698,LOW,2021-11-27
46760213,1a21c35c-1bdd-4fca-b18b-e25c0764e59e,gnss,2021-11-27 00:40:30,0.689,LOW,2021-11-27
46760224,cda841ea-8fbe-4800-8c6f-b22567430179,gnss,2021-11-27 00:45:30,0.68,LOW,2021-11-27
46760236,ff703222-4499-45b9-9a53-ee949ee878af,gnss,2021-11-27 00:50:30,0.654,LOW,2021-11-27
46760249,0631ed9a-6283-4556-8e90-b9117ecb3cdd,gnss,2021-11-27 00:55:30,0.64,LOW,2021-11-27
46760263,251f7f5f-91a8-47b2-8c80-c3ef8857ea20,gnss,2021-11-27 01:00:30,0.634,LOW,2021-11-27
46760278,5f8c0996-e37f-4d05-8e13-f93fd7cd1c7d,gnss,2021-11-27 01:05:30,0.641,LOW,2021-11-27
46760294,82a07e2f-9855-4a73-9535-2e1c62d71bf1,gnss,2021-11-27 01:10:30,0.643,LOW,2021-11-27
46760311,9cdeec67-4279-4b68-a623-c3fde8d13c5f,gnss,2021-11-27 01:15:30,0.648,LOW,2021-11-27
46760329,a9a21471-72df-4b48-8156-056af07b2749,gnss,2021-11-27 01:20:30,0.642,LOW,2021-11-27
46760348,23bcae8f-e9ce-4667-8b1e-3a28528541ba,gnss,2021-11-27 01:25:30,0.639,LOW,2021-11-27
46760368,88a2c0b6-0981-44c0-8823-6e8c6fd51c1e,gnss,2021-11-27 01:30:30,0.664,LOW,2021-11-27
46760390,32bb797d-59de-44e4-ade6-199c78f0f06d,gnss,2021-11-27 01:35:30,0.685,LOW,2021-11-27
