id,pubid,product,date,cvalue,activity,day
76300952,72359879-a188-4a50-9804-ea3db044f9e6,gnss,2024-04-24 00:00:30,0.89,LOW,2024-04-24
76301242,bb3b7d56-7345-4706-84f0-c93421001626,gnss,2024-04-24 00:05:30,0.92,LOW,2024-04-24
76301245,a9c0ffc6-2ea6-4428-89c7-47e804e6748c,gnss,2024-04-24 00:10:30,0.955,LOW,2024-04-24
76301249,9ed7fec4-0ddc-4a96-ad40-796739daa0a8,gnss,2024-04-24 00:15:30,0.991,LOW,2024-04-24
76301257,28169ddd-5f09-443e-a87d-b06314430499,gnss,2024-04-24 00:20:30,0.964,LOW,2024-04-24
76301260,417b0c49-0ee5-4224-8bf2-cf7326671be3,gnss,2024-04-24 00:25:30,1.1,LOW,2024-04-24
76301273,50c63a83-33a9-4682-bbe7-837801d24297,gnss,2024-04-24 00:30:30,1.052,LOW,2024-04-24
76301277,b01461ea-9bf8-4c0d-8ae2-8119a5961311,gnss,2024-04-24 00:35:30,1.02,LOW,2024-04-24
76301287,d0d10975-eabf-4755-9192-8d70ec5cfe4d,gnss,2024-04-24 00:40:30,1.052,LOW,2024-04-24
76301299,5bdc981b-35ee-4626-91cb-68401ae7f440,gnss,2024-04-24 00:45:30,1.044,LOW,2024-04-24
76301313,e707b18b-535f-44ea-b961-992715c7fa0d,gnss,2024-04-24 00:50:30,0.998,LOW,2024-04-24
76301316,2eeedd47-4bc1-455f-88d5-adf642df6bdf,gnss,2024-04-24 00:55:30,1.02,LOW,2024-04-24
76301342,4eb506ce-29cc-4e84-8985-4e24533f960b,gnss,2024-04-24 01:00:30,1.088,LOW,2024-04-24
76301359,9600854f-b16e-4434-bbbe-cebd7d9cd45f,gnss,2024-04-24 01:05:30,1.152,LOW,2024-04-24
76301362,c9e58f7f-aa3a-407c-acb2-f0e42556986c,gnss,2024-04-24 01:10:30,1.227,MEDIUM,2024-04-24
76301379,91178074-27c8-47b4-becf-b074a33ede35,gnss,2024-04-24 01:15:30,1.184,LOW,2024-04-24
76301399,fe0a4578-a318-45d5-a3a1-4ff5e3fcdd5b,gnss,2024-04-24 01:20:30,1.211,MEDIUM,2024-04-24
76301402,29fdd242-0478-484d-852d-13079dc3a0e9,gnss,2024-04-24 01:25:30,1.21,MEDIUM,2024-04-24
76301439,c15960d8-f556-4da7-b5dc-e37431abacc9,gnss,2024-04-24 01:30:30,1.239,MEDIUM,2024-04-24
76301444,32f1ae0d-931d-4ae4-b3b3-a48a89bdea47,gnss,2024-04-24 01:35:30,1.29,MEDIUM,2024-04-24
76301465,04ba7670-dfed-48b5-8c3e-6e8dd8785933,gnss,2024-04-24 01:40:30,1.363,MEDIUM,2024-04-24
76301489,2eb00b79-8a0e-4f47-bd4d-c0fed3c1dc9b,gnss,2024-04-24 01:45:30,1.321,MEDIUM,2024-04-24
76301516,fa2f9b29-3fae-451a-9f9e-290579bc7eb5,gnss,2024-04-24 01:50:30,1.223,MEDIUM,2024-04-24
76301519,fbb6b258-0939-4c80-8bb4-541964d4db26,gnss,2024-04-24 01:55:30,1.183,LOW,2024-04-24
76301545,693d3e3a-4330-4d17-a9de-0bba3ca90ff4,gnss,2024-04-24 02:00:30,1.24,MEDIUM,2024-04-24
76301574,fb3d1a98-1f0b-4c98-b338-70ca37425e0b,gnss,2024-04-24 02:05:30,1.351,MEDIUM,2024-04-24
76301577,33edc614-13fd-4a6d-bdcf-a869c85774dc,gnss,2024-04-24 02:10:30,1.408,MEDIUM,2024-04-24
76301633,095745f2-9588-4732-b0bd-94202f39e73a,gnss,2024-04-24 02:15:30,1.398,MEDIUM,2024-04-24
76301665,718c270f-c011-419d-9167-a2b13a7aa9e7,gnss,2024-04-24 02:20:30,1.404,MEDIUM,2024-04-24
76301697,1b3b6888-f792-4527-b19e-b1c673075e9e,gnss,2024-04-24 02:25:30,1.4,MEDIUM,2024-04-24
76301701,4edd0fc7-33f2-4061-986c-d4b0212556fe,gnss,2024-04-24 02:30:30,1.413,MEDIUM,2024-04-24
76301736,67b767a2-252d-4c99-b6c7-564034a26316,gnss,2024-04-24 02:35:30,1.412,MEDIUM,2024-04-24
76301769,4750ded7-5b60-4a55-934d-4833166b7691,gnss,2024-04-24 02:40:30,1.424,MEDIUM,2024-04-24
76301804,532f4357-65a8-43e9-948b-d477ce779c4d,gnss,2024-04-24 02:45:30,1.411,MEDIUM,2024-04-24
76301841,2002f89a-d774-4e9e-abd6-eb5ac4570a9e,gnss,2024-04-24 02:50:30,1.408,MEDIUM,2024-04-24
76301879,b2e8a831-2b2e-4fe4-a25b-fe27092b9e71,gnss,2024-04-24 02:55:30,1.378,MEDIUM,2024-04-24
76301883,f453e4bd-9fee-4309-94bb-5475abc257ab,gnss,2024-04-24 03:00:30,1.405,MEDIUM,2024-04-24
76301922,b608c058-0cf8-4259-bad5-a4fa6d8cc279,gnss,2024-04-24 03:05:30,1.909,MEDIUM,2024-04-24
76301962,812d5638-0aaa-4916-9a86-1d9de369fc0d,gnss,2024-04-24 03:10:30,1.57,MEDIUM,2024-04-24
76302003,ee333a3e-ce67-46ed-b0ef-85175c46e28f,gnss,2024-04-24 03:15:30,1.625,MEDIUM,2024-04-24
76302046,8d8cdf93-eac6-45c8-9bbb-43f2cc3c0606,gnss,2024-04-24 03:20:30,1.639,MEDIUM,2024-04-24
76302049,06be9e08-775c-4f95-b2ec-5ee675d3ae89,gnss,2024-04-24 03:25:30,1.624,MEDIUM,2024-04-24
76302093,d82f09c2-23cf-4eb7-9830-dd65a1c1bb83,gnss,2024-04-24 03:30:30,1.634,MEDIUM,2024-04-24
76302139,c75d2d50-aed1-40cd-96cc-21c27bb75454,gnss,2024-04-24 03:35:30,1.651,MEDIUM,2024-04-24
76302185,f0477624-8bd6-4f4f-a936-31fff1155c58,gnss,2024-04-24 03:40:30,1.71,MEDIUM,2024-04-24
76302233,31a7531e-58f1-4883-8c86-b550e7b8c042,gnss,2024-04-24 03:45:30,1.703,MEDIUM,2024-04-24
76302281,6c186aa5-f46f-4611-8d03-da4afb5de32f,gnss,2024-04-24 03:50:30,1.746,MEDIUM,2024-04-24
76302285,88b9c535-9e2b-42fa-a861-42d39bd2080e,gnss,2024-04-24 03:55:30,1.739,MEDIUM,2024-04-24
76302336,2ce946f8-3dd7-4eb8-a7ea-f9e7afcd50a1,gnss,2024-04-24 04:00:30,1.767,MEDIUM,2024-04-24
76302437,e14bad64-5877-4636-9b5b-97488bb85906,gnss,2024-04-24 04:05:30,1.778,MEDIUM,2024-04-24
76302440,1e6c1fb7-36a3-4566-8b00-99c3f7773047,gnss,2024-04-24 04:10:30,1.846,MEDIUM,2024-04-24
76302493,92c833df-9300-468c-9178-ae2130e117db,gnss,2024-04-24 04:15:30,1.861,MEDIUM,2024-04-24
76302549,aa83268d-c0f3-42f7-851b-9873cce8aaa8,gnss,2024-04-24 04:20:30,1.925,MEDIUM,2024-04-24
76302552,5503ec58-58ba-4e25-9647-93f5fd2eb758,gnss,2024-04-24 04:25:30,1.988,MEDIUM,2024-04-24
76302659,4d49f97f-b795-4589-8a6c-5b820b98e936,gnss,2024-04-24 04:30:30,2.832,STRONG,2024-04-24
76302716,fdff3698-2152-4781-8a0f-669a888cef0b,gnss,2024-04-24 04:35:30,2.035,STRONG,2024-04-24
