id,pubid,product,date,cvalue,activity,day
59831592,ae1956a8-1070-450b-bafc-ff901e9c071f,gnss,2023-03-14 00:00:30,0.551,LOW,2023-03-14
59831595,ce29e1ba-7c01-47e1-a8ef-d48092e27d3e,gnss,2023-03-14 00:05:30,0.596,LOW,2023-03-14
59831598,cb39ea2f-c5b4-496b-9ad6-b16c9c872d50,gnss,2023-03-14 00:10:30,0.652,LOW,2023-03-14
59831605,420f29c9-9bac-46dd-8304-e9e1a4e804e1,gnss,2023-03-14 00:15:30,0.695,LOW,2023-03-14
59831620,0b7dbfa2-842e-4d15-9557-2cb175d8c081,gnss,2023-03-14 00:20:30,0.634,LOW,2023-03-14
59831623,ed52c591-b004-418b-bb33-fb00e9db4bb9,gnss,2023-03-14 00:25:30,0.557,LOW,2023-03-14
59831636,3f6203ad-8f2f-4fdd-9e06-4ede38655d03,gnss,2023-03-14 00:30:30,0.566,LOW,2023-03-14
59831658,1d4b3e80-5feb-4184-9d1b-3e1a0346e8a3,gnss,2023-03-14 00:35:30,0.576,LOW,2023-03-14
59831668,6c7887af-0229-4efa-ae28-978ebf9aadb5,gnss,2023-03-14 00:40:30,0.588,LOW,2023-03-14
59831696,d1a34348-5ccf-41d7-9ee0-2da1f4a106ab,gnss,2023-03-14 00:45:30,0.593,LOW,2023-03-14
59831718,eba0c571-2878-4edd-a0be-ef99e1092350,gnss,2023-03-14 00:50:30,0.591,LOW,2023-03-14
59831721,e27fbad5-9194-44a7-9825-6182f0026b3a,gnss,2023-03-14 00:55:30,0.65,LOW,2023-03-14
59831746,7f6fbffb-06e8-4e0a-beb1-b787bbdb0b8e,gnss,2023-03-14 01:00:30,0.679,LOW,2023-03-14
59831786,83129611-4a6f-4a37-ab38-81a0c69e9057,gnss,2023-03-14 01:05:30,0.804,LOW,2023-03-14
59831816,e41f4d83-1e60-4c15-96ae-2605031a564d,gnss,2023-03-14 01:10:30,0.782,LOW,2023-03-14
59831863,c26bbf58-4df7-40e2-8b26-fd4d783852ba,gnss,2023-03-14 01:15:30,0.765,LOW,2023-03-14
59831898,c1d32ddf-e608-4550-84bb-bbbb2658d4a1,gnss,2023-03-14 01:20:30,0.807,LOW,2023-03-14
59831901,c67436c5-9ec5-4f42-86c8-ca0daafe825a,gnss,2023-03-14 01:25:30,0.838,LOW,2023-03-14
59831938,cd351305-933c-48c5-83c4-1154928286c7,gnss,2023-03-14 01:30:30,0.876,LOW,2023-03-14
59831997,d9e64592-466d-4277-bd89-7d3a7fca3959,gnss,2023-03-14 01:35:30,0.906,LOW,2023-03-14
59832019,de89c051-4f87-4df2-a46c-e054158a5daf,gnss,2023-03-14 01:40:30,0.946,LOW,2023-03-14
59832083,6697cb18-a922-48a7-b1e7-06ca6acdb5e2,gnss,2023-03-14 01:45:30,0.965,LOW,2023-03-14
59832131,9b45cc81-5333-4baa-842e-6761033312ef,gnss,2023-03-14 01:50:30,0.991,LOW,2023-03-14
