id,pubid,product,date,cvalue,activity,day
48535903,c744c382-c1ee-4abf-85c6-93dd92e2318c,gnss,2022-01-12 00:00:30,0.477,LOW,2022-01-12
48535906,e72b9677-6a71-4f39-8887-74f77f552303,gnss,2022-01-12 00:05:30,0.491,LOW,2022-01-12
48535909,9712cbb4-16c8-4bdf-9b3d-a945e8b15afd,gnss,2022-01-12 00:10:30,0.519,LOW,2022-01-12
48535912,8eef7011-0153-46f6-8ff3-7a10e8e8f0a6,gnss,2022-01-12 00:15:30,0.54,LOW,2022-01-12
48535915,5093831c-45ed-4024-8ad3-89e7b5e0e8b1,gnss,2022-01-12 00:20:30,0.955,LOW,2022-01-12
48535918,bcd5d6f3-6578-4cc3-bde7-9e481656f4e1,gnss,2022-01-12 00:25:30,1.166,LOW,2022-01-12
48535921,22e3e211-3a15-497d-94bb-c09621cdb83a,gnss,2022-01-12 00:30:30,0.647,LOW,2022-01-12
48535924,a0e924d9-5b71-4f32-a910-16fc08789e10,gnss,2022-01-12 00:35:30,0.603,LOW,2022-01-12
48535927,17c34224-9046-4989-9250-e24b7f02d8e8,gnss,2022-01-12 00:40:30,0.603,LOW,2022-01-12
48535932,b744e817-ec3b-4af4-b584-f70ff930095b,gnss,2022-01-12 00:45:30,0.445,LOW,2022-01-12
48535954,32e66de0-f727-453a-ac5a-9b9840c5e208,gnss,2022-01-12 00:50:30,0.644,LOW,2022-01-12
48535968,2e53eb89-df4e-4bbf-8b2d-cac06128ace4,gnss,2022-01-12 00:55:30,0.654,LOW,2022-01-12
48535971,f403399a-a7e1-4b34-a0b1-eeb1ddbb261b,gnss,2022-01-12 01:00:30,0.661,LOW,2022-01-12
48535986,3ffa1bf4-502d-4129-8459-946e2c3e4632,gnss,2022-01-12 01:05:30,0.659,LOW,2022-01-12
48536002,fd053db4-2262-4a8b-bd0a-49c808aa5dcb,gnss,2022-01-12 01:10:30,0.659,LOW,2022-01-12
48536019,24780fb4-0290-4944-82d1-d48f0c776ec2,gnss,2022-01-12 01:15:30,0.635,LOW,2022-01-12
48536037,3a7a8efa-7809-4eb7-869d-07d1ed9ec5c1,gnss,2022-01-12 01:20:30,0.613,LOW,2022-01-12
48536073,88ef6f3b-00aa-485d-8bea-7ca1100c8f4f,gnss,2022-01-12 01:25:30,0.609,LOW,2022-01-12
48536076,1fdcd2b8-1d5d-45b6-b573-5e355f3ebb5c,gnss,2022-01-12 01:30:30,0.599,LOW,2022-01-12
48536117,7d13b398-efe3-4893-a6d8-3c37e0fab976,gnss,2022-01-12 01:35:30,0.611,LOW,2022-01-12
48536140,397d334b-154a-48f0-bb76-f8e5046b9aa8,gnss,2022-01-12 01:40:30,0.587,LOW,2022-01-12
48536144,dfa0d400-fccc-4040-8562-de1ea8425b24,gnss,2022-01-12 01:45:30,0.558,LOW,2022-01-12
48536190,f788ce25-4877-443c-9c58-a19323895bf8,gnss,2022-01-12 01:50:30,0.586,LOW,2022-01-12
48536193,d24f73c0-9926-4991-8804-0e99e5086fa9,gnss,2022-01-12 01:55:30,0.622,LOW,2022-01-12
48536243,9105d235-9d9d-4210-9466-835d75cee015,gnss,2022-01-12 02:00:30,0.632,LOW,2022-01-12
48536246,5513b27d-5b56-4fec-9ef9-157e13d352e8,gnss,2022-01-12 02:05:30,0.71,LOW,2022-01-12
48536274,7b2d8db6-9287-465a-bd56-cf2e0d6611e9,gnss,2022-01-12 02:10:30,0.722,LOW,2022-01-12
48536305,797cbdb1-672b-4582-93d5-955e06823ffc,gnss,2022-01-12 02:15:30,0.795,LOW,2022-01-12
48536335,4827666c-9e05-4008-bb36-ba1720feb620,gnss,2022-01-12 02:20:30,0.8,LOW,2022-01-12
48536395,8857d1a8-fe14-4d6b-bbe0-ee475532f7a4,gnss,2022-01-12 02:25:30,0.766,LOW,2022-01-12
48536398,e0afb4ae-53cd-4b2e-b776-49a2598839f3,gnss,2022-01-12 02:30:30,0.749,LOW,2022-01-12
48536462,c4c33ef7-703a-405a-9609-0151ac0f4a71,gnss,2022-01-12 02:35:30,0.77,LOW,2022-01-12
48536465,d6ec0889-e150-4d04-b7c6-d5847e76071a,gnss,2022-01-12 02:40:30,0.795,LOW,2022-01-12
48536535,f076ce1d-dc82-4637-be3e-12fe848aad35,gnss,2022-01-12 02:45:30,0.774,LOW,2022-01-12
48536538,611b0cee-ff55-4988-a65e-d23c3207e918,gnss,2022-01-12 02:50:30,0.769,LOW,2022-01-12
48536575,92466d18-0ef2-4c01-88a4-ca7055c845d4,gnss,2022-01-12 02:55:30,0.684,LOW,2022-01-12
48536649,24121d68-4754-4b08-96c8-5e9220053236,gnss,2022-01-12 03:00:30,0.757,LOW,2022-01-12
48536652,a45d67c9-b8e6-45dd-95ba-2ee12441cea3,gnss,2022-01-12 03:05:30,0.707,LOW,2022-01-12
48536692,cbb39116-f8f1-4aa2-b740-c344acfd86eb,gnss,2022-01-12 03:10:30,0.734,LOW,2022-01-12
48536735,d4dd68e4-4be4-4a84-ae1e-f06bdf78e508,gnss,2022-01-12 03:15:30,0.66,LOW,2022-01-12
48536777,a1883a3b-0cb8-4a4e-9fbe-9aa812ef0599,gnss,2022-01-12 03:20:30,0.711,LOW,2022-01-12
