id,pubid,product,date,cvalue,activity,day
47619305,67a0304f-f399-4bca-b53b-f8b5ee11fb89,gnss,2021-12-19 00:00:30,0.761,LOW,2021-12-19
47619308,a9b59a1c-2e7f-48b2-919a-5c748c13a0e9,gnss,2021-12-19 00:05:30,0.829,LOW,2021-12-19
47619311,8a6aad17-3f77-4635-947e-07ea76d385ea,gnss,2021-12-19 00:10:30,0.749,LOW,2021-12-19
47619314,d1a67813-c416-4346-af27-06af46632eac,gnss,2021-12-19 00:15:30,0.739,LOW,2021-12-19
47619317,b593be7e-f86f-4a28-864c-d00046afa94f,gnss,2021-12-19 00:20:30,0.738,LOW,2021-12-19
47619320,79283793-b825-4cb7-b5f4-e90663a80011,gnss,2021-12-19 00:25:30,0.726,LOW,2021-12-19
47619328,2d5ef835-6f9a-4c7e-9285-9e9a27e244f2,gnss,2021-12-19 00:30:30,0.727,LOW,2021-12-19
47619344,65dd7897-9ee8-4cc5-bd10-7aaeee42782e,gnss,2021-12-19 00:35:30,0.752,LOW,2021-12-19
47619347,0aa12cdd-50e1-4307-a202-fbef15c5a231,gnss,2021-12-19 00:40:30,0.755,LOW,2021-12-19
47619367,2ef02ebd-0ece-4354-a3c0-bea6ec5b2743,gnss,2021-12-19 00:45:30,0.789,LOW,2021-12-19
47619370,aeb3ddf3-9944-4317-9504-dee99a23b600,gnss,2021-12-19 00:50:30,0.8,LOW,2021-12-19
47619394,4e034d4d-0850-43e7-9293-523cf9139d6b,gnss,2021-12-19 00:55:30,0.765,LOW,2021-12-19
47619397,46eadb64-a3b5-4412-913e-48081fbca875,gnss,2021-12-19 01:00:30,0.883,LOW,2021-12-19
47619425,834fed66-4270-4dba-9413-467e9b71f284,gnss,2021-12-19 01:05:30,0.736,LOW,2021-12-19
47619428,5f2cbdab-83cf-4e8d-b7bd-277a16bc44ed,gnss,2021-12-19 01:10:30,0.73,LOW,2021-12-19
47619445,b54270c8-5e0c-426d-a16d-9c7be4fd864f,gnss,2021-12-19 01:15:30,0.687,LOW,2021-12-19
47619463,66146f7d-51e7-4db9-870b-267efa6e1292,gnss,2021-12-19 01:20:30,0.719,LOW,2021-12-19
47619482,786594b3-2bf8-4f67-b8be-6618dd99bf00,gnss,2021-12-19 01:25:30,0.706,LOW,2021-12-19
47619502,5433b8ea-5ffb-4867-b116-3ab18a4c0eb0,gnss,2021-12-19 01:30:30,0.739,LOW,2021-12-19
47619524,8e970061-54bf-4bad-89e7-08cab5edf9f7,gnss,2021-12-19 01:35:30,0.74,LOW,2021-12-19
47619546,44d991ff-2b9e-4846-8112-db23ba3b9e03,gnss,2021-12-19 01:40:30,0.761,LOW,2021-12-19
47619570,822f168d-40e0-4c4b-a1af-7c309f84ab4e,gnss,2021-12-19 01:45:30,0.777,LOW,2021-12-19
47619594,eb2108d1-b039-48dc-80d6-ac490532b52b,gnss,2021-12-19 01:50:30,0.773,LOW,2021-12-19
47619619,0f2f37a3-8d3d-4795-ad9a-dd96f68147c6,gnss,2021-12-19 01:55:30,0.709,LOW,2021-12-19
47619646,1b6d7ce5-1b6a-4507-b53b-0829b758f58a,gnss,2021-12-19 02:00:30,0.694,LOW,2021-12-19
47619673,1b87f6d4-1024-4439-85a1-332d51bcae9e,gnss,2021-12-19 02:05:30,0.715,LOW,2021-12-19
47619701,9ef3ec7f-6015-4feb-8400-111f6b21f952,gnss,2021-12-19 02:10:30,0.727,LOW,2021-12-19
47619731,0b6fdeb1-5d2d-4a49-9b2d-db26eedbe4ba,gnss,2021-12-19 02:15:30,0.752,LOW,2021-12-19
47619761,e94ab39d-f73a-4f6d-8842-cf47e005bf86,gnss,2021-12-19 02:20:30,0.794,LOW,2021-12-19
47619792,decef594-717e-4ffe-aeeb-be5145a49932,gnss,2021-12-19 02:25:30,0.811,LOW,2021-12-19
47619824,eeeadabd-40d3-4263-bd81-c7c313b585e6,gnss,2021-12-19 02:30:30,0.864,LOW,2021-12-19
